Date,Close
12/3/2019 16:00:00,29.51
12/4/2019 16:00:00,30.51
12/5/2019 16:00:00,31.06
12/6/2019 16:00:00,30.98
12/9/2019 16:00:00,30.97
12/10/2019 16:00:00,31.35
12/11/2019 16:00:00,31.8
12/12/2019 16:00:00,32.21
12/13/2019 16:00:00,31.78
12/16/2019 16:00:00,32.36
12/17/2019 16:00:00,32.5
12/18/2019 16:00:00,32.21
12/19/2019 16:00:00,32.23
12/20/2019 16:00:00,32.76
12/23/2019 16:00:00,32.65
12/24/2019 13:00:00,32.84
12/26/2019 16:00:00,32.68
12/27/2019 16:00:00,32.58
12/30/2019 16:00:00,32.36
12/31/2019 16:00:00,32.5
1/2/2020 16:00:00,32.3
1/3/2020 16:00:00,32.65
1/6/2020 16:00:00,32.98
1/7/2020 16:00:00,32.03
1/8/2020 16:00:00,31.98
1/9/2020 16:00:00,32
1/10/2020 16:00:00,31.64
1/13/2020 16:00:00,32.39
1/14/2020 16:00:00,32.56
1/15/2020 16:00:00,32.86
1/16/2020 16:00:00,32.85
1/17/2020 16:00:00,32.34
1/21/2020 16:00:00,32.2
1/22/2020 16:00:00,31.82
1/23/2020 16:00:00,32.09
1/24/2020 16:00:00,31.62
1/27/2020 16:00:00,31.68
1/28/2020 16:00:00,31.64
1/29/2020 16:00:00,31.63
1/30/2020 16:00:00,31.92
1/31/2020 16:00:00,30.97
2/3/2020 16:00:00,31.02
2/4/2020 16:00:00,31.23
2/5/2020 16:00:00,31.57
2/6/2020 16:00:00,31.34
2/7/2020 16:00:00,30.79
2/10/2020 16:00:00,30.7
2/11/2020 16:00:00,30.24
2/12/2020 16:00:00,31.02
2/13/2020 16:00:00,30.86
2/14/2020 16:00:00,30.67
2/18/2020 16:00:00,30.1
2/19/2020 16:00:00,29.98
2/20/2020 16:00:00,30.31
2/21/2020 16:00:00,29.83
2/24/2020 16:00:00,28.33
2/25/2020 16:00:00,27.32
2/26/2020 16:00:00,26.9
2/27/2020 16:00:00,25.57
2/28/2020 16:00:00,25.45
3/2/2020 16:00:00,26.56
3/3/2020 16:00:00,26.53
3/4/2020 16:00:00,26.98
3/5/2020 16:00:00,26.13
3/6/2020 16:00:00,25.92
3/9/2020 16:00:00,24.26
3/10/2020 16:00:00,25.13
3/11/2020 16:00:00,24.58
3/12/2020 16:00:00,23.32
3/13/2020 16:00:00,26.16
3/16/2020 16:00:00,23.21
3/17/2020 16:00:00,24.83
3/18/2020 16:00:00,23.7
3/19/2020 16:00:00,22.95
3/20/2020 16:00:00,21.91
3/23/2020 16:00:00,21.15
3/24/2020 16:00:00,23.58
3/25/2020 16:00:00,24.01
3/26/2020 16:00:00,26.06
3/27/2020 16:00:00,25.52
3/30/2020 16:00:00,25.64
3/31/2020 16:00:00,25.72
4/1/2020 16:00:00,24.55
4/2/2020 16:00:00,25.04
4/3/2020 16:00:00,23.97
4/6/2020 16:00:00,25.54
4/7/2020 16:00:00,25.91
4/8/2020 16:00:00,24.6
4/9/2020 16:00:00,24.66
4/13/2020 16:00:00,24.18
4/14/2020 16:00:00,23.48
4/15/2020 16:00:00,23.36
4/16/2020 16:00:00,23.57
4/17/2020 16:00:00,24.24
4/20/2020 16:00:00,24.38
4/21/2020 16:00:00,23.61
4/22/2020 16:00:00,23.83
4/23/2020 16:00:00,23.82
4/24/2020 16:00:00,24.09
4/27/2020 16:00:00,25.71
4/28/2020 16:00:00,27.2
4/29/2020 16:00:00,27.85
4/30/2020 16:00:00,27.4
5/1/2020 16:00:00,26.52
5/4/2020 16:00:00,26.87
5/5/2020 16:00:00,26.83
5/6/2020 16:00:00,27.23
5/7/2020 16:00:00,27.42
5/8/2020 16:00:00,28.12
5/11/2020 16:00:00,28.4
5/12/2020 16:00:00,27.52
5/13/2020 16:00:00,26.93
5/14/2020 16:00:00,27.12
5/15/2020 16:00:00,28.23
5/18/2020 16:00:00,29.89
5/19/2020 16:00:00,29.94
5/20/2020 16:00:00,30.73
5/21/2020 16:00:00,31.1
5/22/2020 16:00:00,31.15
5/26/2020 16:00:00,32.34
5/27/2020 16:00:00,33.33
5/28/2020 16:00:00,33.2
5/29/2020 16:00:00,33.42
6/1/2020 16:00:00,34.13
6/2/2020 16:00:00,34.57
6/3/2020 16:00:00,35.17
6/4/2020 16:00:00,35.25
6/5/2020 16:00:00,35.61
6/8/2020 16:00:00,36.06
6/9/2020 16:00:00,35.56
6/10/2020 16:00:00,35.25
6/11/2020 16:00:00,33.44
6/12/2020 16:00:00,34
6/15/2020 16:00:00,34.04
6/16/2020 16:00:00,34.31
6/17/2020 16:00:00,35.1
6/18/2020 16:00:00,35.07
6/19/2020 16:00:00,34.21
6/22/2020 16:00:00,34.6
6/23/2020 16:00:00,35.12
6/24/2020 16:00:00,33.83
6/25/2020 16:00:00,33.88
6/26/2020 16:00:00,33.38
6/29/2020 16:00:00,34.56
6/30/2020 16:00:00,34.79
7/1/2020 16:00:00,34.7
7/2/2020 16:00:00,34.55
7/6/2020 16:00:00,34.67
7/7/2020 16:00:00,33.74
7/8/2020 16:00:00,34.1
7/9/2020 16:00:00,33.78
7/10/2020 16:00:00,34.27
7/13/2020 16:00:00,33.75
7/14/2020 16:00:00,34.54
7/15/2020 16:00:00,35.59
7/16/2020 16:00:00,35.96
7/17/2020 16:00:00,36.11
7/20/2020 16:00:00,36.2
7/21/2020 16:00:00,37.33
7/22/2020 16:00:00,37.1
7/23/2020 16:00:00,37.64
7/24/2020 16:00:00,37.21
7/27/2020 16:00:00,38.57
7/28/2020 16:00:00,37.92
7/29/2020 16:00:00,38.94
7/30/2020 16:00:00,38.18
7/31/2020 16:00:00,38.05
