Date,Close
8/1/2019 16:00:00,25.22
8/2/2019 16:00:00,25.16
8/5/2019 16:00:00,24.72
8/6/2019 16:00:00,24.94
8/7/2019 16:00:00,23.96
8/8/2019 16:00:00,24.93
8/9/2019 16:00:00,24.99
8/12/2019 16:00:00,25.07
8/13/2019 16:00:00,25.99
8/14/2019 16:00:00,25.46
8/15/2019 16:00:00,25.15
8/16/2019 16:00:00,25.34
8/19/2019 16:00:00,25.61
8/20/2019 16:00:00,25.56
8/21/2019 16:00:00,25.9
8/22/2019 16:00:00,26.06
8/23/2019 16:00:00,24.99
8/26/2019 16:00:00,24.84
8/27/2019 16:00:00,24.39
8/28/2019 16:00:00,25.07
8/29/2019 16:00:00,25.97
8/30/2019 16:00:00,25.97
9/3/2019 16:00:00,25.41
9/4/2019 16:00:00,25.74
9/5/2019 16:00:00,25.86
9/6/2019 16:00:00,26.15
9/9/2019 16:00:00,26.78
9/10/2019 16:00:00,27.2
9/11/2019 16:00:00,27.97
9/12/2019 16:00:00,28.45
9/13/2019 16:00:00,28.19
9/16/2019 16:00:00,27.92
9/17/2019 16:00:00,28
9/18/2019 16:00:00,27.72
9/19/2019 16:00:00,27.51
9/20/2019 16:00:00,27.36
9/23/2019 16:00:00,27.03
9/24/2019 16:00:00,26.89
9/25/2019 16:00:00,26.92
9/26/2019 16:00:00,26.57
9/27/2019 16:00:00,26.33
9/30/2019 16:00:00,26.4
10/1/2019 16:00:00,26.25
10/2/2019 16:00:00,26.01
10/3/2019 16:00:00,26
10/4/2019 16:00:00,26.1
10/7/2019 16:00:00,26.14
10/8/2019 16:00:00,25.98
10/9/2019 16:00:00,26.3
10/10/2019 16:00:00,26.47
10/11/2019 16:00:00,26.7
10/14/2019 16:00:00,26.71
10/15/2019 16:00:00,26.7
10/16/2019 16:00:00,26.75
10/17/2019 16:00:00,27.04
10/18/2019 16:00:00,27.07
10/21/2019 16:00:00,27.87
10/22/2019 16:00:00,28.57
10/23/2019 16:00:00,28.97
10/24/2019 16:00:00,28.63
10/25/2019 16:00:00,28.67
10/28/2019 16:00:00,29.2
10/29/2019 16:00:00,28.55
10/30/2019 16:00:00,28.52
10/31/2019 16:00:00,28.45
11/1/2019 16:00:00,29.47
11/4/2019 16:00:00,29.37
11/5/2019 16:00:00,29.38
11/6/2019 16:00:00,30.26
11/7/2019 16:00:00,30.76
11/8/2019 16:00:00,30.6
11/11/2019 16:00:00,30.65
11/12/2019 16:00:00,30.53
11/13/2019 16:00:00,30.47
11/14/2019 16:00:00,30.5
11/15/2019 16:00:00,30.77
11/18/2019 16:00:00,30.68
11/19/2019 16:00:00,30.46
11/20/2019 16:00:00,30.04
11/21/2019 16:00:00,30.34
11/22/2019 16:00:00,30.21
11/25/2019 16:00:00,30.58
11/26/2019 16:00:00,30.67
11/27/2019 16:00:00,30.55
11/29/2019 13:00:00,30.07
12/2/2019 16:00:00,30.07
