Date,Close
2/5/2020 16:00:00,100.54
2/6/2020 16:00:00,100.27
2/7/2020 16:00:00,99.44
2/10/2020 16:00:00,100.02
2/11/2020 16:00:00,100.02
2/12/2020 16:00:00,103
2/13/2020 16:00:00,103.37
2/14/2020 16:00:00,103.54
2/18/2020 16:00:00,102
2/19/2020 16:00:00,102.46
2/20/2020 16:00:00,102.53
2/21/2020 16:00:00,100.25
2/24/2020 16:00:00,95.91
2/25/2020 16:00:00,92.9
2/26/2020 16:00:00,92
2/27/2020 16:00:00,88.55
2/28/2020 16:00:00,89.38
3/2/2020 16:00:00,92.68
3/3/2020 16:00:00,90.93
3/4/2020 16:00:00,93.79
3/5/2020 16:00:00,90.58
3/6/2020 16:00:00,88.36
3/9/2020 16:00:00,84.11
3/10/2020 16:00:00,88.3
3/11/2020 16:00:00,84
3/12/2020 16:00:00,74.2
3/13/2020 16:00:00,75.58
3/16/2020 16:00:00,66.79
3/17/2020 16:00:00,69.84
3/18/2020 16:00:00,68.04
3/19/2020 16:00:00,70.34
3/20/2020 16:00:00,67.45
3/23/2020 16:00:00,62.8
3/24/2020 16:00:00,72.33
3/25/2020 16:00:00,79.01
3/26/2020 16:00:00,84.3
3/27/2020 16:00:00,83.23
3/30/2020 16:00:00,85.38
3/31/2020 16:00:00,82.74
4/1/2020 16:00:00,79.23
4/2/2020 16:00:00,80.14
4/3/2020 16:00:00,78.86
4/6/2020 16:00:00,84.63
4/7/2020 16:00:00,84.16
4/8/2020 16:00:00,85.3
4/9/2020 16:00:00,86.79
4/13/2020 16:00:00,84.46
4/14/2020 16:00:00,87.47
4/15/2020 16:00:00,85.04
4/16/2020 16:00:00,86.3
4/17/2020 16:00:00,89.91
4/20/2020 16:00:00,87.9
4/21/2020 16:00:00,85.2
4/22/2020 16:00:00,88.77
4/23/2020 16:00:00,87.35
4/24/2020 16:00:00,88.37
4/27/2020 16:00:00,89.37
4/28/2020 16:00:00,88.8
4/29/2020 16:00:00,88.07
4/30/2020 16:00:00,87.18
5/1/2020 16:00:00,85.54
5/4/2020 16:00:00,85.75
5/5/2020 16:00:00,87.2
5/6/2020 16:00:00,88.44
5/7/2020 16:00:00,88.56
5/8/2020 16:00:00,90.46
5/11/2020 16:00:00,90.93
5/12/2020 16:00:00,88.26
5/13/2020 16:00:00,86.02
5/14/2020 16:00:00,86.55
5/15/2020 16:00:00,86.99
5/18/2020 16:00:00,91.04
5/19/2020 16:00:00,91.51
5/20/2020 16:00:00,92.95
5/21/2020 16:00:00,94.26
5/22/2020 16:00:00,93.75
5/26/2020 16:00:00,96.62
5/27/2020 16:00:00,99.87
5/28/2020 16:00:00,98.46
5/29/2020 16:00:00,98.58
6/1/2020 16:00:00,99.54
6/2/2020 16:00:00,100.74
6/3/2020 16:00:00,104.11
6/4/2020 16:00:00,101.28
6/5/2020 16:00:00,102.71
6/8/2020 16:00:00,104.29
6/9/2020 16:00:00,102.63
6/10/2020 16:00:00,102.12
6/11/2020 16:00:00,95.17
6/12/2020 16:00:00,96.43
6/15/2020 16:00:00,97.84
6/16/2020 16:00:00,99.04
6/17/2020 16:00:00,99.21
6/18/2020 16:00:00,98.45
6/19/2020 16:00:00,95.78
6/22/2020 16:00:00,99.51
6/23/2020 16:00:00,101.92
6/24/2020 16:00:00,100.08
6/25/2020 16:00:00,101.4
6/26/2020 16:00:00,93.67
6/29/2020 16:00:00,95.87
6/30/2020 16:00:00,98.05
7/1/2020 16:00:00,97.4
7/2/2020 16:00:00,98.43
7/6/2020 16:00:00,99.95
7/7/2020 16:00:00,97.07
7/8/2020 16:00:00,98.84
7/9/2020 16:00:00,96.99
7/10/2020 16:00:00,97.99
7/13/2020 16:00:00,96.46
7/14/2020 16:00:00,96.76
7/15/2020 16:00:00,98.54
7/16/2020 16:00:00,97.26
7/17/2020 16:00:00,96.28
7/20/2020 16:00:00,95.65
7/21/2020 16:00:00,98.36
7/22/2020 16:00:00,98.91
7/23/2020 16:00:00,98.3
7/24/2020 16:00:00,98.43
7/27/2020 16:00:00,97.21
7/28/2020 16:00:00,96.27
7/29/2020 16:00:00,96.97
7/30/2020 16:00:00,96.82
7/31/2020 16:00:00,97.61
