Date,Close
8/1/2019 16:00:00,83.12
8/2/2019 16:00:00,81.14
8/5/2019 16:00:00,78.97
8/6/2019 16:00:00,81.3
8/7/2019 16:00:00,81.28
8/8/2019 16:00:00,83
8/9/2019 16:00:00,81.98
8/12/2019 16:00:00,81.65
8/13/2019 16:00:00,83.32
8/14/2019 16:00:00,81.03
8/15/2019 16:00:00,79.51
8/16/2019 16:00:00,80.28
8/19/2019 16:00:00,81.13
8/20/2019 16:00:00,80.53
8/21/2019 16:00:00,82.74
8/22/2019 16:00:00,83.31
8/23/2019 16:00:00,80.44
8/26/2019 16:00:00,82.25
8/27/2019 16:00:00,82.03
8/28/2019 16:00:00,83.48
8/29/2019 16:00:00,85.38
8/30/2019 16:00:00,84.5
9/3/2019 16:00:00,84.67
9/4/2019 16:00:00,86.35
9/5/2019 16:00:00,88.42
9/6/2019 16:00:00,88.69
9/9/2019 16:00:00,88.67
9/10/2019 16:00:00,86.83
9/11/2019 16:00:00,86.75
9/12/2019 16:00:00,87.67
9/13/2019 16:00:00,87.32
9/16/2019 16:00:00,87.27
9/17/2019 16:00:00,87.59
9/18/2019 16:00:00,88.08
9/19/2019 16:00:00,87.7
9/20/2019 16:00:00,86.68
9/23/2019 16:00:00,87.69
9/24/2019 16:00:00,87.18
9/25/2019 16:00:00,90.81
9/26/2019 16:00:00,92.17
9/27/2019 16:00:00,92.31
9/30/2019 16:00:00,93.92
10/1/2019 16:00:00,92.28
10/2/2019 16:00:00,91.49
10/3/2019 16:00:00,92.22
10/4/2019 16:00:00,93.07
10/7/2019 16:00:00,93.17
10/8/2019 16:00:00,91.75
10/9/2019 16:00:00,92.52
10/10/2019 16:00:00,93
10/11/2019 16:00:00,93.88
10/14/2019 16:00:00,94.88
10/15/2019 16:00:00,94.79
10/16/2019 16:00:00,94.88
10/17/2019 16:00:00,95.56
10/18/2019 16:00:00,96.1
10/21/2019 16:00:00,96.22
10/22/2019 16:00:00,95.6
10/23/2019 16:00:00,92.32
10/24/2019 16:00:00,91.5
10/25/2019 16:00:00,90.92
10/28/2019 16:00:00,90.85
10/29/2019 16:00:00,89.28
10/30/2019 16:00:00,90.19
10/31/2019 16:00:00,89.55
11/1/2019 16:00:00,89.18
11/4/2019 16:00:00,89.86
11/5/2019 16:00:00,89.88
11/6/2019 16:00:00,89.48
11/7/2019 16:00:00,90.4
11/8/2019 16:00:00,89.81
11/11/2019 16:00:00,90.05
11/12/2019 16:00:00,89.5
11/13/2019 16:00:00,91.29
11/14/2019 16:00:00,91.27
11/15/2019 16:00:00,93.04
11/18/2019 16:00:00,94.18
11/19/2019 16:00:00,93.61
11/20/2019 16:00:00,93.05
11/21/2019 16:00:00,92.16
11/22/2019 16:00:00,93.34
11/25/2019 16:00:00,92.9
11/26/2019 16:00:00,93.33
11/27/2019 16:00:00,94.14
11/29/2019 13:00:00,93.49
12/2/2019 16:00:00,93.56
12/3/2019 16:00:00,92.46
12/4/2019 16:00:00,93.72
12/5/2019 16:00:00,95.79
12/6/2019 16:00:00,97
12/9/2019 16:00:00,96.63
12/10/2019 16:00:00,97.01
12/11/2019 16:00:00,97.18
12/12/2019 16:00:00,97.72
12/13/2019 16:00:00,97.77
12/16/2019 16:00:00,98.81
12/17/2019 16:00:00,99.65
12/18/2019 16:00:00,100.57
12/19/2019 16:00:00,101.15
12/20/2019 16:00:00,99.96
12/23/2019 16:00:00,100.04
12/24/2019 13:00:00,100.14
12/26/2019 16:00:00,100.71
12/27/2019 16:00:00,101.57
12/30/2019 16:00:00,100.8
12/31/2019 16:00:00,101.31
1/2/2020 16:00:00,102.2
1/3/2020 16:00:00,101.92
1/6/2020 16:00:00,101.83
1/7/2020 16:00:00,101.78
1/8/2020 16:00:00,101.55
1/9/2020 16:00:00,101.48
1/10/2020 16:00:00,100.9
1/13/2020 16:00:00,102.16
1/14/2020 16:00:00,102.92
1/15/2020 16:00:00,102.79
1/16/2020 16:00:00,103.37
1/17/2020 16:00:00,104.53
1/21/2020 16:00:00,104.58
1/22/2020 16:00:00,104.49
1/23/2020 16:00:00,103.02
1/24/2020 16:00:00,102.03
1/27/2020 16:00:00,100.24
1/28/2020 16:00:00,100.41
1/29/2020 16:00:00,99.84
1/30/2020 16:00:00,98.19
1/31/2020 16:00:00,96.3
2/3/2020 16:00:00,99.27
2/4/2020 16:00:00,101.38
